utterance,category,intent
"i changed my midn, close my user account",ACCOUNT,delete_account
I need help closing my profile,ACCOUNT,delete_account
"I don't want my account, can you close it?",ACCOUNT,delete_account
"I  want to remove my online account , where can I do it?",ACCOUNT,delete_account
ask an agent where to remove my account,ACCOUNT,delete_account
"I don't want my profile, help me close it",ACCOUNT,delete_account
"i changed my mind, what do i have to do to remove my online account?",ACCOUNT,delete_account
"i wanna close my user account, where can i do it?",ACCOUNT,delete_account
"I changfed my mind, what do I have to do to delete my user acccount?",ACCOUNT,delete_account
"I chnaged my mind, I need help deleting my user account",ACCOUNT,delete_account
I need help deleting my profile,ACCOUNT,delete_account
"i dont want my fucking online account, could u cancel it?",ACCOUNT,delete_account
"i changed my mind, can u remove my user account?",ACCOUNT,delete_account
"I changed my mind, what should I do to cancel my profile?",ACCOUNT,delete_account
"i changed my mind, what do i have to do to delete my account?",ACCOUNT,delete_account
"I odn't want my user account, how do I delete it?",ACCOUNT,delete_account
"I want to delete my account, where can I do it?",ACCOUNT,delete_account
can I remove my onlinr account?,ACCOUNT,delete_account
"I changed my mind, how can I cancel my user account?",ACCOUNT,delete_account
where to delete my profile,ACCOUNT,delete_account
"I changed my mind, how do I remove my profile?",ACCOUNT,delete_account
where do I close my account?,ACCOUNT,delete_account
"I don't want my user account, how can I delete it?",ACCOUNT,delete_account
I changed my  mind and I want to delete my profile,ACCOUNT,delete_account
"I changed my mind, can I remove my online account?",ACCOUNT,delete_account
how do I cancel my profile?,ACCOUNT,delete_account
I want to remove myh account,ACCOUNT,delete_account
"i dont want my online account, help me delete it",ACCOUNT,delete_account
"I don't want my profile, how can I close it?",ACCOUNT,delete_account
"please, could you ask an agent how to cancel my online account?",ACCOUNT,delete_account
"i dont want my fucking account, how can i delete it?",ACCOUNT,delete_account
"I don't want my online account, whqt can I do to close it?",ACCOUNT,delete_account
"could you ask an agent if I could close my online account, please?",ACCOUNT,delete_account
"ask an agent how i can remove my account, please",ACCOUNT,delete_account
"I changed my mind, how can I cancel my account?",ACCOUNT,delete_account
"I don't want my account, what should I do to close it?",ACCOUNT,delete_account
"I don't want my cacount, how do  I close it?",ACCOUNT,delete_account
where can I close my user account?,ACCOUNT,delete_account
i changed my mind and i want to cancel my user account,ACCOUNT,delete_account
I need help canceling my user account,ACCOUNT,delete_account
"I want to delete my user account, how can I do it?",ACCOUNT,delete_account
help me cancel my account,ACCOUNT,delete_account
"I changed my mind, how do I close my profile?",ACCOUNT,delete_account
"I don't awnt my account, cancel it",ACCOUNT,delete_account
ask an agent where i can cancel my account,ACCOUNT,delete_account
"can u ask an agent if i can delete my online account, please?",ACCOUNT,delete_account
"could u ask an agent where i can close my profile, please?",ACCOUNT,delete_account
"I changed my mind, can you delete my account?",ACCOUNT,delete_account
"I don't want my fucking account, how could I close it?",ACCOUNT,delete_account
"please, ask an agent where I can remove my fucking online account",ACCOUNT,delete_account
"I want to close my profile, how can I do it?",ACCOUNT,delete_account
I want to cancel my user account,ACCOUNT,delete_account
"i dont want my user account, what do i have to do to remove it?",ACCOUNT,delete_account
I don't want my profile and I want to remove it,ACCOUNT,delete_account
how do I delete my online account?,ACCOUNT,delete_account
"I changed my mind, I need help removing my account, please",ACCOUNT,delete_account
"I changed my mind, how do I cancel my account?",ACCOUNT,delete_account
"i dont want my account, what can i do to remove it?",ACCOUNT,delete_account
ask an agent how to close my account,ACCOUNT,delete_account
"I changed my mind, what should I do to close my account?",ACCOUNT,delete_account
I changed my mind and I want to remove myonoine account,ACCOUNT,delete_account
"I changed my mind, can I delete my user account?",ACCOUNT,delete_account
ask an agent where i can delete my online account,ACCOUNT,delete_account
i wanna cancel my profile,ACCOUNT,delete_account
"I changed my mind, can you close my profile?",ACCOUNT,delete_account
"please, ask an agent how to remove my fucking account",ACCOUNT,delete_account
"I don't want my account, help me delete it",ACCOUNT,delete_account
ask an agent if I could delete my user account,ACCOUNT,delete_account
where can I delete my online account?,ACCOUNT,delete_account
I don't want my online account and I want to cancel it,ACCOUNT,delete_account
can I remove my profile?,ACCOUNT,delete_account
ask an agent if i could remove my fucking user account,ACCOUNT,delete_account
i wanna cancwl my online account,ACCOUNT,delete_account
